	fastcore_M12.3.16.CCs_4	fastcore_M12.3.16.CSCs_2	fastcore_M4.2.10.CSCs_3	fastcore_M4.2.7.CCs_1	fastcore_M4.2.7.CCs_2	fastcore_M4.2.7.CSCs_1	fastcore_M4.2.7.CSCs_2
HMR_3339	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3340	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3341	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3342	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3343	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3344	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3345	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3346	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3347	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3348	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3349	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3350	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3351	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3352	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3353	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3355	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)
HMR_3356	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3357	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3358	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3359	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3360	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3361	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3362	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3363	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3364	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3365	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3367	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3368	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3369	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3370	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3372	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3373	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3375	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3396	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3397	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3398	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3406	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3407	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3408	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3409	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3411	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3413	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3414	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3416	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3421	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3422	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3423	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3424	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3425	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3426	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3427	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3428	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3429	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3430	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3431	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3432	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3433	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3452	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3453	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3454	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3455	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3456	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3457	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3458	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3473	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3475	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3477	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3478	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3480	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)
HMR_3481	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3482	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3484	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3486	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3488	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3489	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3491	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3493	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3498	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3501	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3503	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3505	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_3506	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3508	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3509	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3510	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3511	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3512	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3513	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3514	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3515	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3517	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3519	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3520	(0, 0)	(0, 0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)	(-1000.0, 1000.0)	(0, 0)
HMR_3521	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_3522	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3523	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3524	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3525	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3526	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3527	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3528	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3529	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3530	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3531	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3532	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3533	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3534	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_3538	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3539	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3540	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3541	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3542	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3543	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3544	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3545	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3546	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3547	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3548	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3549	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3550	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3551	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3552	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3553	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3554	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3555	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3556	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3557	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3558	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3559	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3560	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3561	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3562	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3563	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3564	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3565	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3566	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3567	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3568	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3569	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3570	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3571	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3572	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3573	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3574	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3575	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3576	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3577	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3578	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3579	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3580	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3581	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3582	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_3583	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
